year,month,market,category_name,customer_segment,shipping_mode,total_orders,total_sales,total_profit,total_discount,total_quantity,loss_orders,discounted_orders,debit_orders,transfer_orders,loss_amount,gain_amount,profit_margin_pct,loss_rate_pct,discount_rate_pct,profit_per_unit,avg_order_value
2015,1,LATAM,Baseball & Softball,Home Office,Second Class,1,239.96,67.6,24.0,4,0,1,0,1,0.0,67.6,28.17136189364894,0.0,100.0,16.9,239.96
2015,1,LATAM,Electronics,Consumer,First Class,10,1571.6,315.25,118.77,40,3,9,3,5,-43.25,358.5,20.05917536268771,30.0,90.0,7.88125,157.16
2015,1,LATAM,Cardio Equipment,Corporate,First Class,18,5499.45,845.23,688.45,55,2,18,5,7,-205.87,1051.1,15.369355117329917,11.11111111111111,100.0,15.367818,305.525
2015,1,LATAM,Camping & Hiking,Corporate,Same Day,5,1499.9,299.84,252.0,5,0,5,2,2,0.0,299.84,19.990666044402957,0.0,100.0,59.968,299.98
2015,1,LATAM,Accessories,Home Office,Second Class,2,174.93,66.36,14.25,7,0,2,0,2,0.0,66.36,37.93517406962785,0.0,100.0,9.48,87.465
2015,1,LATAM,Camping & Hiking,Corporate,Standard Class,86,25798.28,2886.99,2785.5,86,21,82,33,31,-2285.05,5172.04,11.190629762914426,24.418604651162788,95.34883720930233,33.569651,299.98
2015,1,LATAM,Boxing & MMA,Corporate,Second Class,1,164.91,9.28,41.23,3,0,1,1,0,0.0,9.28,5.627311867079012,0.0,100.0,3.093333,164.91
2015,1,LATAM,Cardio Equipment,Corporate,Standard Class,67,18438.18,2675.7,1886.7,190,12,65,24,22,-1047.65,3723.35,14.511735973941029,17.91044776119403,97.01492537313433,14.082631,275.196716
2015,1,LATAM,Boxing & MMA,Consumer,Second Class,3,659.64,202.67,14.3,12,0,3,2,1,0.0,202.67,30.724334485476923,0.0,100.0,16.889166,219.88
2015,1,LATAM,Electronics,Consumer,Second Class,13,1355.61,224.41,111.94,39,3,13,8,5,-64.37,288.78,16.554171184927817,23.076923076923077,100.0,5.754102,104.277692
2015,1,LATAM,Cleats,Corporate,Same Day,6,1139.81,291.69,114.58,19,0,6,4,2,0.0,291.69,25.59110728981146,0.0,100.0,15.352105,189.968333
2015,1,LATAM,Camping & Hiking,Corporate,Second Class,24,7199.52,777.82,696.0,24,5,21,7,6,-584.96,1362.78,10.803775807276041,20.833333333333336,87.5,32.409166,299.98
2015,1,LATAM,Baseball & Softball,Consumer,Standard Class,5,1019.83,321.44,95.99,17,0,5,2,2,0.0,321.44,31.518978653304963,0.0,100.0,18.908235,203.966
2015,1,LATAM,Camping & Hiking,Home Office,First Class,9,2699.82,19.97,237.0,9,4,9,3,2,-374.49,394.46,0.7396789415590668,44.44444444444444,100.0,2.218888,299.98
2015,1,LATAM,Camping & Hiking,Consumer,Second Class,40,11999.2,1165.32,1245.0,40,10,38,12,14,-1257.26,2422.58,9.711647443162876,25.0,95.0,29.133,299.98
2015,1,LATAM,Cardio Equipment,Home Office,Same Day,6,1619.85,29.97,147.79,19,1,6,3,2,-255.97,285.94,1.8501713121585333,16.666666666666664,100.0,1.577368,269.975
2015,1,LATAM,Cardio Equipment,Corporate,Same Day,1,99.99,36.12,16.0,1,0,1,1,0,0.0,36.12,36.12361236123613,0.0,100.0,36.12,99.99
2015,1,LATAM,Electronics,Corporate,Second Class,5,411.9,114.35,66.99,10,1,5,1,3,-1.61,115.96,27.761592619567853,20.0,100.0,11.435,82.38
2015,1,LATAM,Cleats,Corporate,Second Class,60,10798.2,47.82,1216.98,180,19,56,21,16,-1964.69,2012.51,0.44285158637550703,31.666666666666664,93.33333333333333,0.265666,179.97
2015,1,LATAM,Cleats,Consumer,Standard Class,256,47632.06,6704.97,4768.22,794,44,241,104,66,-3867.25,10572.22,14.076590430898852,17.1875,94.140625,8.444546,186.062734
2015,1,LATAM,Camping & Hiking,Corporate,First Class,12,3599.76,621.71,282.0,12,3,12,3,1,-255.44,877.15,17.270873613796475,25.0,100.0,51.809166,299.98
2015,1,LATAM,Camping & Hiking,Home Office,Second Class,14,4199.72,858.81,423.0,14,1,13,6,3,-81.5,940.31,20.449220424218755,7.142857142857142,92.85714285714286,61.343571,299.98
2015,1,LATAM,Cardio Equipment,Consumer,Second Class,46,13698.63,2495.31,1170.91,137,3,41,20,8,-1063.64,3558.95,18.215763182157634,6.521739130434782,89.13043478260869,18.213941,297.796304
2015,1,LATAM,Cleats,Consumer,Second Class,84,14097.65,1579.81,1431.74,235,18,78,33,20,-1410.4,2990.21,11.206193940124773,21.428571428571427,92.85714285714286,6.722595,167.829166
2015,1,LATAM,Fishing,Corporate,Standard Class,108,43197.84,4608.75,4074.0,108,16,101,41,36,-4642.98,9251.73,10.668936224589007,14.814814814814813,93.51851851851852,42.673611,399.98
2015,1,LATAM,Fishing,Consumer,Same Day,21,8399.58,-482.88,740.0,21,4,20,8,4,-2278.71,1795.83,-5.748858871515004,19.047619047619047,95.23809523809523,-22.994285,399.98
2015,1,LATAM,Electronics,Home Office,First Class,4,371.89,27.86,54.14,11,1,4,1,0,-13.92,41.78,7.491462529242518,25.0,100.0,2.532727,92.9725
2015,1,LATAM,Electronics,Consumer,Same Day,4,315.93,64.89,34.08,7,0,4,2,1,0.0,64.89,20.539359984806758,0.0,100.0,9.27,78.9825
2015,1,LATAM,Cardio Equipment,Consumer,First Class,23,5699.43,1002.73,803.43,57,5,22,7,6,-104.35,1107.08,17.593513737338647,21.73913043478261,95.65217391304348,17.591754,247.801304
2015,1,LATAM,Cardio Equipment,Consumer,Standard Class,133,37006.35,4793.61,3818.04,382,21,127,57,33,-3830.53,8624.14,12.95347960552716,15.789473684210526,95.48872180451127,12.548717,278.243233
2015,1,LATAM,Cardio Equipment,Home Office,First Class,13,3299.67,175.96,281.98,33,4,13,4,7,-275.27,451.23,5.332654477568969,30.76923076923077,100.0,5.332121,253.820769
2015,1,LATAM,Electronics,Home Office,Standard Class,16,1541.59,339.62,118.19,41,2,16,9,2,-14.57,354.19,22.030500976264765,12.5,100.0,8.283414,96.349375
2015,1,LATAM,Fishing,Home Office,First Class,11,4399.78,583.25,588.0,11,2,11,4,4,-359.94,943.19,13.256344635413589,18.181818181818183,100.0,53.022727,399.98
2015,1,LATAM,Fishing,Corporate,First Class,10,3999.8,327.25,406.0,10,2,10,0,2,-305.3,632.55,8.181659082954146,20.0,100.0,32.725,399.98
2015,1,LATAM,Fishing,Consumer,First Class,45,17999.1,1931.87,1910.0,45,10,43,22,12,-1578.91,3510.78,10.733147768499537,22.22222222222222,95.55555555555556,42.930444,399.98
2015,1,LATAM,Electronics,Corporate,Standard Class,21,2898.34,598.09,190.98,66,2,19,8,6,-128.99,727.08,20.63560520849866,9.523809523809524,90.47619047619048,9.061969,138.01619
2015,1,LATAM,Cardio Equipment,Consumer,Same Day,8,1989.81,195.77,177.69,22,2,7,1,1,-284.17,479.94,9.838627808685253,25.0,87.5,8.898636,248.72625
2015,1,LATAM,Cardio Equipment,Home Office,Second Class,23,6729.33,578.63,519.63,68,5,22,4,13,-863.52,1442.15,8.598627203599763,21.73913043478261,95.65217391304348,8.509264,292.579565
2015,1,LATAM,Cardio Equipment,Home Office,Standard Class,49,12638.76,1025.05,1220.82,132,11,44,16,13,-1682.45,2707.5,8.110368422218635,22.448979591836736,89.79591836734694,7.76553,257.933877
2015,1,LATAM,Fishing,Home Office,Standard Class,56,22398.88,2046.65,2404.0,56,11,52,25,16,-2420.84,4467.49,9.137287221503932,19.642857142857142,92.85714285714286,36.547321,399.98
2015,1,LATAM,Fitness Accessories,Home Office,Second Class,1,139.96,20.08,25.19,4,0,1,1,0,0.0,20.08,14.346956273220918,0.0,100.0,5.02,139.96
2015,1,LATAM,Fitness Accessories,Corporate,First Class,1,139.96,57.1,20.99,4,0,1,0,1,0.0,57.1,40.79737067733638,0.0,100.0,14.275,139.96
2015,1,LATAM,Fishing,Corporate,Same Day,7,2799.86,455.16,188.0,7,1,7,5,0,-72.42,527.58,16.25652711206989,14.285714285714285,100.0,65.022857,399.98
2015,1,LATAM,Fishing,Consumer,Second Class,58,23198.84,4549.35,2256.0,58,6,52,17,22,-1055.56,5604.91,19.610247753767,10.344827586206897,89.65517241379311,78.437068,399.98
2015,1,LATAM,Cardio Equipment,Corporate,Second Class,30,8569.17,-122.49,968.55,92,7,28,11,11,-1477.38,1354.89,-1.4294266539233087,23.333333333333332,93.33333333333333,-1.331413,285.639
2015,1,LATAM,Cleats,Consumer,Same Day,24,4559.24,754.56,477.26,76,3,23,5,9,-324.34,1078.9,16.550126775515217,12.5,95.83333333333334,9.928421,189.968333
2015,1,LATAM,Cleats,Home Office,Same Day,3,659.89,151.58,25.8,11,0,2,1,2,0.0,151.58,22.970495082513757,0.0,66.66666666666666,13.78,219.963333
2015,1,LATAM,Fitness Accessories,Home Office,First Class,1,104.97,44.91,7.35,3,0,1,1,0,0.0,44.91,42.78365247213489,0.0,100.0,14.97,104.97
2015,1,LATAM,Girls' Apparel,Home Office,Standard Class,6,1279.89,382.27,134.89,23,0,6,4,0,0.0,382.27,29.86741048058817,0.0,100.0,16.620434,213.315
2015,1,LATAM,Girls' Apparel,Corporate,Standard Class,10,1609.95,309.34,159.89,32,2,9,5,4,-135.72,445.06,19.21426131246312,20.0,90.0,9.666875,160.995
2015,1,LATAM,Fishing,Corporate,Second Class,34,13599.32,1406.09,1378.0,34,6,34,13,10,-1518.3,2924.39,10.339414029525006,17.647058823529413,100.0,41.355588,399.98
2015,1,LATAM,Fishing,Home Office,Same Day,4,1599.92,-276.5,144.0,4,3,4,2,1,-304.4,27.9,-17.282114105705286,75.0,100.0,-69.125,399.98
2015,1,LATAM,Cleats,Consumer,First Class,47,7858.69,1544.35,989.87,131,6,45,22,10,-352.98,1897.33,19.651494078529627,12.76595744680851,95.74468085106383,11.788931,167.20617
2015,1,LATAM,Cleats,Corporate,Standard Class,147,26635.56,1696.1,2571.01,444,34,140,63,38,-3824.41,5520.51,6.367803042248782,23.12925170068027,95.23809523809523,3.820045,181.194285
2015,1,LATAM,Fitness Accessories,Corporate,Standard Class,3,419.88,-69.86,41.99,12,1,3,1,1,-90.28,20.42,-16.638087072496905,33.33333333333333,100.0,-5.821666,139.96
2015,1,LATAM,Fitness Accessories,Home Office,Standard Class,1,104.97,45.63,5.77,3,0,1,1,0,0.0,45.63,43.469562732209205,0.0,100.0,15.21,104.97
2015,1,LATAM,Golf Apparel,Corporate,Standard Class,1,39.98,3.8,2.0,2,0,1,0,0,0.0,3.8,9.504752376188094,0.0,100.0,1.9,39.98
2015,1,LATAM,Golf Balls,Corporate,Standard Class,11,555.68,172.02,65.09,32,0,11,7,2,0.0,172.02,30.956665706881665,0.0,100.0,5.375625,50.516363
2015,1,LATAM,Girls' Apparel,Consumer,Second Class,2,185.0,68.62,12.45,7,0,2,0,0,0.0,68.62,37.09189189189189,0.0,100.0,9.802857,92.5
2015,1,LATAM,Fitness Accessories,Consumer,Same Day,2,69.98,25.97,4.37,2,0,2,2,0,0.0,25.97,37.11060302943698,0.0,100.0,12.985,34.99
2015,1,LATAM,Cleats,Corporate,First Class,28,5399.1,1341.92,556.11,90,1,25,8,7,-138.04,1479.96,24.854512789168563,3.571428571428571,89.28571428571429,14.910222,192.825
2015,1,LATAM,Cleats,Home Office,First Class,29,4979.17,824.5,595.42,83,6,29,10,9,-120.49,944.99,16.55898473038679,20.689655172413794,100.0,9.933734,171.695517
2015,1,LATAM,Girls' Apparel,Home Office,Same Day,2,490.0,57.01,65.8,7,1,2,0,1,-28.25,85.26,11.634693877551019,50.0,100.0,8.144285,245.0
2015,1,LATAM,Girls' Apparel,Home Office,First Class,1,125.0,10.23,8.75,5,0,1,0,0,0.0,10.23,8.184000000000001,0.0,100.0,2.046,125.0
2015,1,LATAM,Golf Apparel,Home Office,Second Class,1,19.99,9.6,0.0,1,0,0,0,0,0.0,9.6,48.024012006003005,0.0,0.0,9.6,19.99
2015,1,LATAM,Golf Balls,Home Office,Second Class,1,99.95,43.68,5.0,5,0,1,1,0,0.0,43.68,43.70185092546273,0.0,100.0,8.736,99.95
2015,1,LATAM,Golf Shoes,Consumer,Second Class,2,195.0,-112.39,3.25,3,2,1,1,1,-112.39,0.0,-57.635897435897434,100.0,50.0,-37.463333,97.5
2015,1,LATAM,Girls' Apparel,Consumer,Standard Class,9,719.99,75.33,43.03,22,2,9,4,3,-23.91,99.24,10.462645314518257,22.22222222222222,100.0,3.42409,79.998888
2015,1,LATAM,Fishing,Consumer,Standard Class,165,65996.7,8966.78,6848.0,165,32,155,65,45,-4967.01,13933.79,13.586709638512232,19.393939393939394,93.93939393939394,54.344121,399.98
2015,1,LATAM,Cleats,Home Office,Second Class,34,5339.11,1025.22,460.48,89,4,32,9,10,-221.49,1246.71,19.202076750619486,11.76470588235294,94.11764705882352,11.519325,157.032647
2015,1,LATAM,Golf Balls,Consumer,Same Day,1,59.96,25.1,5.4,4,0,1,0,1,0.0,25.1,41.86124082721815,0.0,100.0,6.275,59.96
2015,1,LATAM,Golf Apparel,Consumer,Standard Class,2,79.96,26.08,8.8,4,0,2,1,1,0.0,26.08,32.61630815407704,0.0,100.0,6.52,39.98
2015,1,LATAM,Golf Balls,Corporate,First Class,3,109.94,35.56,5.96,6,0,3,0,0,0.0,35.56,32.34491540840459,0.0,100.0,5.926666,36.646666
2015,1,LATAM,Hockey,Consumer,Second Class,2,116.0,29.67,19.88,5,0,2,1,1,0.0,29.67,25.57758620689655,0.0,100.0,5.934,58.0
2015,1,LATAM,Hockey,Consumer,First Class,2,200.0,91.79,7.25,8,0,2,1,1,0.0,91.79,45.895,0.0,100.0,11.47375,100.0
2015,1,LATAM,Golf Apparel,Consumer,Second Class,1,39.98,18.41,0.8,2,0,1,1,0,0.0,18.41,46.048024012006,0.0,100.0,9.205,39.98
2015,1,LATAM,Fishing,Home Office,Second Class,23,9199.54,1261.15,1104.0,23,1,23,6,9,-601.37,1862.52,13.708837615793835,4.3478260869565215,100.0,54.832608,399.98
2015,1,LATAM,Electronics,Consumer,Standard Class,48,5818.56,926.42,568.86,144,8,44,20,12,-241.71,1168.13,15.92180883242589,16.666666666666664,91.66666666666666,6.433472,121.22
2015,1,LATAM,Golf Balls,Corporate,Second Class,3,89.95,-58.41,5.6,5,1,2,1,1,-67.97,9.56,-64.9360755975542,33.33333333333333,66.66666666666666,-11.682,29.983333
2015,1,LATAM,Golf Balls,Consumer,First Class,6,384.79,14.55,33.93,21,1,6,3,2,-74.36,88.91,3.781283297382988,16.666666666666664,100.0,0.692857,64.131666
2015,1,LATAM,Golf Gloves,Corporate,First Class,1,99.96,-9.5,5.0,4,1,1,0,1,-9.5,0.0,-9.503801520608244,100.0,100.0,-2.375,99.96
2015,1,LATAM,Hunting & Shooting,Corporate,Standard Class,5,419.86,100.47,27.6,14,0,5,2,1,0.0,100.47,23.929405039775162,0.0,100.0,7.176428,83.972
2015,1,LATAM,Hockey,Consumer,Standard Class,9,598.0,114.38,55.16,25,1,7,3,3,-5.51,119.89,19.127090301003342,11.11111111111111,77.77777777777779,4.5752,66.444444
2015,1,LATAM,Golf Balls,Consumer,Second Class,5,233.87,47.73,20.7,13,1,5,3,1,-5.25,52.98,20.40877410527216,20.0,100.0,3.671538,46.774
2015,1,LATAM,Fitness Accessories,Consumer,Standard Class,3,314.91,-27.55,44.44,9,1,3,1,1,-79.36,51.81,-8.74853132641072,33.33333333333333,100.0,-3.061111,104.97
2015,1,LATAM,Electronics,Corporate,First Class,1,51.99,15.1,8.84,1,0,1,0,1,0.0,15.1,29.044046932102326,0.0,100.0,15.1,51.99
2015,1,LATAM,Golf Gloves,Consumer,Same Day,1,79.98,18.56,16.0,2,0,1,0,1,0.0,18.56,23.205801450362586,0.0,100.0,9.28,79.98
2015,1,LATAM,Golf Balls,Consumer,Standard Class,20,1031.41,214.63,126.76,59,3,20,13,1,-9.68,224.31,20.809377454164686,15.0,100.0,3.637796,51.5705
2015,1,LATAM,Golf Gloves,Corporate,Standard Class,8,714.69,68.19,106.85,31,1,8,3,4,-53.99,122.18,9.541199680980563,12.5,100.0,2.199677,89.33625
2015,1,LATAM,Indoor/Outdoor Games,Corporate,Standard Class,138,21691.32,1259.67,1981.88,434,28,127,46,42,-3070.2,4329.87,5.807253777086872,20.28985507246377,92.02898550724638,2.902465,157.183478
2015,1,LATAM,Hunting & Shooting,Consumer,First Class,2,89.97,23.99,0.9,3,0,2,1,0,0.0,23.99,26.66444370345671,0.0,100.0,7.996666,44.985
2015,1,LATAM,Hunting & Shooting,Consumer,Second Class,1,59.98,-0.58,15.0,2,1,1,0,0,-0.58,0.0,-0.9669889963321107,100.0,100.0,-0.29,59.98
2015,1,LATAM,Girls' Apparel,Home Office,Second Class,1,25.0,10.93,1.75,1,0,1,1,0,0.0,10.93,43.72,0.0,100.0,10.93,25.0
2015,1,LATAM,Electronics,Home Office,Second Class,4,479.89,95.93,48.04,11,1,4,1,0,-20.35,116.28,19.98999770780804,25.0,100.0,8.720909,119.9725
2015,1,LATAM,Golf Shoes,Home Office,Standard Class,1,195.0,13.89,9.75,3,0,1,0,0,0.0,13.89,7.1230769230769235,0.0,100.0,4.63,195.0
2015,1,LATAM,Golf Gloves,Consumer,First Class,3,319.89,50.7,13.0,11,0,3,0,1,0.0,50.7,15.849198161868145,0.0,100.0,4.60909,106.63
2015,1,LATAM,Golf Shoes,Corporate,Standard Class,2,455.0,-41.83,4.55,7,1,2,0,2,-193.05,151.22,-9.193406593406593,50.0,100.0,-5.975714,227.5
2015,1,LATAM,Indoor/Outdoor Games,Home Office,Second Class,30,5047.98,812.65,587.28,101,5,28,11,7,-313.61,1126.26,16.098518615366938,16.666666666666664,93.33333333333333,8.046039,168.266
2015,1,LATAM,Hunting & Shooting,Home Office,Same Day,1,119.96,13.56,0.0,4,0,0,0,0,0.0,13.56,11.303767922640882,0.0,0.0,3.39,119.96
2015,1,LATAM,Hunting & Shooting,Corporate,Same Day,1,149.95,35.22,19.49,5,0,1,1,0,0.0,35.22,23.487829276425476,0.0,100.0,7.044,149.95
2015,1,LATAM,Golf Apparel,Home Office,First Class,1,39.98,14.74,1.2,2,0,1,0,0,0.0,14.74,36.86843421710856,0.0,100.0,7.37,39.98
2015,1,LATAM,Fitness Accessories,Consumer,First Class,1,69.98,-13.07,11.9,2,1,1,1,0,-13.07,0.0,-18.67676478993998,100.0,100.0,-6.535,69.98
2015,1,LATAM,Hockey,Corporate,Standard Class,6,395.0,113.16,38.88,17,0,5,2,2,0.0,113.16,28.648101265822785,0.0,83.33333333333334,6.65647,65.833333
2015,1,LATAM,Golf Gloves,Consumer,Standard Class,8,669.69,226.2,89.65,31,0,8,5,0,0.0,226.2,33.776822111723334,0.0,100.0,7.296774,83.71125
2015,1,LATAM,Golf Shoes,Home Office,Second Class,1,65.0,27.03,3.58,1,0,1,0,1,0.0,27.03,41.58461538461539,0.0,100.0,27.03,65.0
2015,1,LATAM,Men's Footwear,Consumer,Standard Class,229,29767.71,1835.28,3073.85,229,50,216,73,79,-4490.97,6326.25,6.165338213789371,21.83406113537118,94.32314410480349,8.014323,129.99
2015,1,LATAM,Indoor/Outdoor Games,Consumer,Same Day,12,2399.04,239.81,193.94,48,2,10,3,4,-279.65,519.46,9.99608176603975,16.666666666666664,83.33333333333334,4.996041,199.92
2015,1,LATAM,Indoor/Outdoor Games,Consumer,Second Class,66,11045.58,237.16,1121.85,221,17,64,30,16,-1842.33,2079.49,2.1471031851654687,25.757575757575758,96.96969696969697,1.073122,167.357272
2015,1,LATAM,Golf Apparel,Home Office,Standard Class,3,139.93,31.62,13.0,7,0,3,2,1,0.0,31.62,22.59701279211034,0.0,100.0,4.517142,46.643333
2015,1,LATAM,Girls' Apparel,Consumer,First Class,4,499.95,86.55,23.5,15,1,4,2,2,-31.22,117.77,17.311731173117312,25.0,100.0,5.77,124.9875
2015,1,LATAM,Hunting & Shooting,Corporate,Second Class,2,179.94,81.15,6.0,6,0,1,0,1,0.0,81.15,45.09836612204069,0.0,50.0,13.525,89.97
2015,1,LATAM,Golf Gloves,Corporate,Second Class,2,49.98,19.3,10.2,2,0,2,2,0,0.0,19.3,38.61544617847139,0.0,100.0,9.65,24.99
2015,1,LATAM,Hockey,Consumer,Same Day,1,66.0,18.63,11.22,3,0,1,1,0,0.0,18.63,28.227272727272723,0.0,100.0,6.21,66.0
2015,1,LATAM,Men's Footwear,Home Office,Second Class,15,1949.85,306.75,219.7,15,4,15,2,8,-126.61,433.36,15.731979383029465,26.666666666666668,100.0,20.45,129.99
2015,1,LATAM,Men's Footwear,Corporate,Standard Class,114,14818.86,1631.95,1480.7,114,21,108,45,27,-1401.51,3033.46,11.012655494417249,18.421052631578945,94.73684210526315,14.31535,129.99
2015,1,LATAM,Lacrosse,Corporate,Standard Class,4,349.86,50.14,58.72,14,2,4,2,0,-7.56,57.7,14.331446864460071,50.0,100.0,3.581428,87.465
2015,1,LATAM,Golf Gloves,Consumer,Second Class,2,174.93,9.36,12.25,7,1,2,1,0,-1.98,11.34,5.350711713256731,50.0,100.0,1.337142,87.465
2015,1,LATAM,Girls' Apparel,Corporate,Second Class,3,700.0,254.88,72.1,10,0,3,0,1,0.0,254.88,36.41142857142857,0.0,100.0,25.488,233.333333
2015,1,LATAM,Indoor/Outdoor Games,Corporate,Second Class,29,4598.16,197.16,539.56,92,7,28,8,11,-608.46,805.62,4.28780207735268,24.137931034482758,96.55172413793103,2.143043,158.557241
2015,1,LATAM,Hockey,Home Office,Standard Class,6,429.0,-61.59,38.5,18,1,4,0,1,-152.25,90.66,-14.356643356643358,16.666666666666664,66.66666666666666,-3.421666,71.5
2015,1,LATAM,Hunting & Shooting,Corporate,First Class,1,59.98,23.61,10.8,2,0,1,0,1,0.0,23.61,39.36312104034678,0.0,100.0,11.805,59.98
2015,1,LATAM,Shop By Sport,Corporate,Same Day,5,559.86,-21.24,88.39,14,3,5,1,4,-91.56,70.32,-3.7938055942557067,60.0,100.0,-1.517142,111.972
2015,1,LATAM,Shop By Sport,Corporate,Second Class,19,2559.36,-35.51,260.34,64,3,19,9,6,-472.71,437.2,-1.387456239059765,15.789473684210526,100.0,-0.554843,134.703157
2015,1,LATAM,Men's Footwear,Consumer,Same Day,18,2339.82,271.37,211.9,18,4,17,5,7,-230.48,501.85,11.597900693215717,22.22222222222222,94.44444444444444,15.076111,129.99
2015,1,LATAM,Golf Gloves,Home Office,First Class,1,79.98,-95.04,2.4,2,1,1,0,1,-95.04,0.0,-118.82970742685673,100.0,100.0,-47.52,79.98
2015,1,LATAM,Golf Balls,Home Office,Standard Class,2,55.97,15.21,8.24,3,0,2,2,0,0.0,15.21,27.175272467393246,0.0,100.0,5.07,27.985
2015,1,LATAM,Men's Footwear,Corporate,Same Day,8,1039.92,253.71,113.75,8,1,7,4,4,-24.92,278.63,24.3970690053081,12.5,87.5,31.71375,129.99
2015,1,LATAM,Hunting & Shooting,Consumer,Standard Class,3,329.89,50.82,14.1,11,1,3,1,0,-19.08,69.9,15.405135045015006,33.33333333333333,100.0,4.62,109.963333
2015,1,LATAM,Indoor/Outdoor Games,Consumer,First Class,43,6197.52,699.35,692.76,124,8,40,16,13,-871.89,1571.24,11.284352450657682,18.6046511627907,93.02325581395348,5.639919,144.128372
